,Label,index_20,index_21,index_22
1012,"en las últimas 4 semanas, ¿con qué frecuencia no hubo en su hogar agua apta o recomendable para uso en el hogar o para consumo humano?",,,110.0
1013,"en las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar sintió vergüenza o rechazo de otros a causa de los problemas con el agua?",,,111.0
1014,nota08a1 sección viii.a. suministro y manejo de agua,,,112.0
1015,"8.a.1. ¿quién es la persona encargada de organizar el agua dentro del hogar? por ejemplo, estar al pendiente de la llegada del agua, prender la bomba, preparar cubetas, llenar el tinaco, etc.",,,113.0
1016,8.a.1.esp especifique,,,114.0
1017,8.a.2. entrevistador selecciona el número de renglón del integrante,,,115.0
1018,nota08a2 continuidad en el abastecimiento de agua al hogar,,,116.0
1019,"8.a.3. en las últimas 4 semanas, ¿con qué frecuencia llegó agua entubada a su vivienda?",,,117.0
1020,8.a.401 ¿llega agua entubada a su vivienda el día lunes?,,,118.0
1021,8.a.501 ¿durante cuántas horas al día llega?,,,119.0
1022,8.a.402 ¿llega agua entubada a su vivienda el día martes?,,,120.0
1023,8.a.502 ¿durante cuántas horas al día llega?,,,121.0
1024,8.a.403¿llega agua entubada a su vivienda el día miércoles?,,,122.0
1025,8.a.503 ¿durante cuántas horas al día llega?,,,123.0
1026,8.a.404 ¿llega agua entubada a su vivienda el día jueves?,,,124.0
1027,8.a.504 ¿durante cuántas horas al día llega?,,,125.0
1028,8.a.405 ¿llega agua entubada a su vivienda el día viernes?,,,126.0
1029,8.a.505 ¿durante cuántas horas al día llega?,,,127.0
1030,8.a.406 ¿llega agua entubada a su vivienda el día sábado?,,,128.0
1031,8.a.506 ¿durante cuántas horas al día llega?,,,129.0
1032,8.a.407 ¿llega agua entubada a su vivienda el día domingo?,,,130.0
1033,8.a.507 ¿durante cuántas horas al día llega?,,,131.0
1034,"8.a.408 ¿llega agua entubada a su vivienda, no sabe, varia todas las semanas",,,132.0
1035,8.a.508 ¿durante cuántas horas al día llega?,,,133.0
1036,"8.a.409 ¿llega agua entubada a su vivienda, no sabe, desconozco la frecuencia",,,134.0
1037,8.a.509 ¿durante cuántas horas al día llega?,,,135.0
1038,"8.a.6. ahora le voy a preguntar sobre la escasez del agua. por favor, piense en la temporada en que llegó menos agua y con menos frecuencia durante los últimos 12 meses. ¿en qué mes empezó la temporada en la que escaseó más el agua en su vivif58)x",,,136.0
1039,8.a.7. ¿cuánto tiempo duró la temporada de mayor escasez?,,,137.0
1040,"8.a.8. durante la temporada de escasez, ¿con qué frecuencia llegó agua entubada a su vivienda…",,,138.0
1041,nota08a3 almacenamiento y tratamiento del agua para beber,,,139.0
1042,"8.a.9.1. ¿en esta vivienda el agua, se almacena?",,,140.0
1043,"8.a.9a. ¿en esta vivienda el agua, se almacena en una cisterna?",,,141.0
1044,"8.a.9b. ¿en esta vivienda el agua, se almacena en un tinaco?",,,142.0
1045,"8.a.9c. ¿en esta vivienda el agua, se almacena en una cubeta u otro contenedor sin tapa?",,,143.0
1046,"8.a.9d. ¿en esta vivienda el agua, se almacena en una cubeta u otro contenedor con tapa?",,,144.0
1047,8.a.9e.¿en esta vivienda usan otro tipo de almacenamiento para el agua?,,,145.0
1048,8.a.9esp. ¿en esta vivienda que otro tipo de almacenamiento usan para el agua? especifique,,,146.0
1049,"8.a.10.1 ¿el agua que se usa para beber en este hogar, se trata?",,,147.0
1050,"8.a.10a. ¿el agua que se usa para beber en este hogar, se filtra?",,,148.0
1051,"8.a.10b. ¿el agua que se usa para beber en este hogar, se hierve?",,,149.0
1052,"8.a.10c. ¿el agua que se usa para beber en este hogar, se trata con desinfectantes químicos (por ejemplo, cloro)?",,,150.0
1053,"8.a.10d. ¿el agua que se usa para beber en este hogar, se trata con desinfección solar?",,,151.0
1054,"8.a.10e. ¿el agua que se usa para beber en este hogar, le aplica otro tratamiento?",,,152.0
1055,"8.a.10es. ¿el agua que se usa para beber en este hogar, le aplica otro tratamiento? especifique",,,153.0
1056,nota08a4 fuente de agua para uso doméstico,,,154.0
1057,8.a.11. ¿cuál es la principal fuente de agua que los miembros de su hogar usan para beber?,,,155.0
1058,8.a.11.esp especificar,,,156.0
1059,8.a.12. ¿cuál es la principal fuente de agua que los miembros de su hogar usan para cocinar?,,,157.0
1060,8.a.12.esp especificar,,,158.0
1061,"8.a.13. ¿cuál es la principal fuente de agua que los miembros de su hogar usan para lavarse las manos o bañarse, etc.?",,,159.0
1062,8.a.13.esp especificar,,,160.0
1063,nota12 ssección xiii. alimentación durante el confinamiento,,,161.0
1064,nota16 sección xvi. vacunación,,,162.0
1065,¿algún comentario de la entrevista?,,,163.0
1066,duración de la entrevista,,,164.0
1067,hora de termino,,,165.0
1068,fecha de termino,,,166.0
1069,especifique otro resultado de entrevista,,,168.0
1070,ponderador de hogar,,,169.0
